"id","repo","file_path","embed_method","content"
604,"https://github.com/squanchy-dev/squanchy-android","squanchy-android/app/src/main/java/net/squanchy/favorites/FavoritesPageView.java","kotlin_cannot_identify","analytics.trackItemSelected(ContentType.FAVORITES_ITEM, event.id) "
605,"https://github.com/squanchy-dev/squanchy-android","squanchy-android/app/src/main/java/net/squanchy/signin/SignInActivity.java","kotlin_cannot_identify","analytics.trackUserLoggedInFrom(getSignInOrigin()) "
606,"https://github.com/squanchy-dev/squanchy-android","squanchy-android/app/src/main/java/net/squanchy/wificonfig/WifiConfigService.java","kotlin_cannot_identify","analytics.trackWifiConfigurationEvent(networkEnabled, wifiConfigOrigin)"
607,"https://github.com/squanchy-dev/squanchy-android","squanchy-android/app/src/main/java/net/squanchy/analytics/EnabledAnalytics.java","kotlin_cannot_identify","setUserLoginProperty(LoginStatus.NOT_LOGGED_IN)"
608,"https://github.com/squanchy-dev/squanchy-android","squanchy-android/app/src/main/java/net/squanchy/analytics/EnabledAnalytics.java","kotlin_cannot_identify","setUserLoginProperty(LoginStatus.LOGGED_IN_ONBOARDING) "
609,"https://github.com/squanchy-dev/squanchy-android","squanchy-android/app/src/main/java/net/squanchy/analytics/EnabledAnalytics.java","kotlin_cannot_identify","setUserLoginProperty(LoginStatus.LOGGED_IN_FAVORITES) "
610,"https://github.com/squanchy-dev/squanchy-android","squanchy-android/app/src/main/java/net/squanchy/analytics/EnabledAnalytics.java","kotlin_cannot_identify","setUserLoginProperty(LoginStatus.LOGGED_IN_EVENT_DETAILS) "
611,"https://github.com/squanchy-dev/squanchy-android","squanchy-android/app/src/main/java/net/squanchy/analytics/EnabledAnalytics.java","kotlin_cannot_identify","setUserLoginProperty(LoginStatus.LOGGED_IN_SETTINGS)"
612,"https://github.com/evercam/evercam-android","evercam-android/evercamPlay/src/main/java/io/evercam/androidapp/SignUpActivity.java","onPostExecute(String)","mFirebaseAnalytics.logEvent(""Signed_Up"", bundle)"
613,"https://github.com/evercam/evercam-android","evercam-android/evercamPlay/src/main/java/io/evercam/androidapp/CamerasActivity.java","onOptionsItemSelected(MenuItem)","mFirebaseAnalytics.logEvent(""Menu"", bundle)"
614,"https://github.com/evercam/evercam-android","evercam-android/evercamPlay/src/main/java/io/evercam/androidapp/CamerasActivity.java","onClick(View)","mFirebaseAnalytics.logEvent(""Menu"", bundle)"
615,"https://github.com/evercam/evercam-android","evercam-android/evercamPlay/src/main/java/io/evercam/androidapp/CamerasActivity.java","onClick(View)","mFirebaseAnalytics.logEvent(""Menu"", bundle)"
616,"https://github.com/evercam/evercam-android","evercam-android/evercamPlay/src/main/java/io/evercam/androidapp/CamerasActivity.java","setUpActionButtons(View,View)","mFirebaseAnalytics.logEvent(""Menu"", bundle)"
617,"https://github.com/evercam/evercam-android","evercam-android/evercamPlay/src/main/java/io/evercam/androidapp/video/VideoActivity.java","onOptionsItemSelected(MenuItem)","mFirebaseAnalytics.logEvent(""Home_Shortcut"", bundle)"
618,"https://github.com/evercam/evercam-android","evercam-android/evercamPlay/src/main/java/io/evercam/androidapp/video/VideoActivity.java","readShortcutCameraId()","mFirebaseAnalytics.logEvent(""Home_Shortcut"", bundle)"
619,"https://github.com/evercam/evercam-android","evercam-android/evercamPlay/src/main/java/io/evercam/androidapp/video/VideoActivity.java","onVideoLoaded()","mFirebaseAnalytics.logEvent(""RTSP_Streaming"", bundle)"
620,"https://github.com/evercam/evercam-android","evercam-android/evercamPlay/src/main/java/io/evercam/androidapp/video/VideoActivity.java","onVideoLoadFailed()","mFirebaseAnalytics.logEvent(""RTSP_Streaming"", bundle)"
621,"https://github.com/evercam/evercam-android","evercam-android/evercamPlay/src/main/java/io/evercam/androidapp/video/VideoActivity.java","onFirstJpgLoaded()","mFirebaseAnalytics.logEvent(""JPG_Streaming"", bundle)"
622,"https://github.com/evercam/evercam-android","evercam-android/evercamPlay/src/main/java/io/evercam/androidapp/tasks/AddCameraTask.java","onPostExecute(EvercamCamera)","mFirebaseAnalytics.logEvent(""Add_Camera"", bundle)"
623,"https://github.com/evercam/evercam-android","evercam-android/evercamPlay/src/main/java/io/evercam/androidapp/tasks/AddCameraTask.java","onPostExecute(EvercamCamera)","mFirebaseAnalytics.logEvent(""Add_Camera"", bundle)"
624,"https://github.com/jeffdcamp/android-template","android-template/app/src/main/kotlin/org/jdc/template/ux/about/AboutViewModel.java","kotlin_cannot_identify","analytics.logEvent(Analytics.EVENT_VIEW_ABOUT)"
625,"https://github.com/jeffdcamp/android-template","android-template/app/src/main/kotlin/org/jdc/template/ux/startup/StartupViewModel.java","kotlin_cannot_identify","analytics.logEvent(Analytics.EVENT_LAUNCH_APP, mapOf(Analytics.PARAM_BUILD_TYPE to BuildConfig.BUILD_TYPE)) "
626,"https://github.com/jeffdcamp/android-template","android-template/app/src/main/kotlin/org/jdc/template/ux/individual/IndividualViewModel.java","kotlin_cannot_identify","analytics.logEvent(Analytics.EVENT_VIEW_INDIVIDUAL)"
627,"https://github.com/jeffdcamp/android-template","android-template/app/src/main/kotlin/org/jdc/template/ux/individual/IndividualViewModel.java","kotlin_cannot_identify","analytics.logEvent(Analytics.EVENT_DELETE_INDIVIDUAL) "
628,"https://github.com/jeffdcamp/android-template","android-template/app/src/main/kotlin/org/jdc/template/ux/individual/IndividualViewModel.java","kotlin_cannot_identify","analytics.logEvent(Analytics.EVENT_EDIT_INDIVIDUAL) "
629,"https://github.com/oasisfeng/island","island/app/src/main/java/com/oasisfeng/island/setup/SetupViewModel.java","buildErrorVM(int,Analytics,.,Event)","event.send()"
630,"https://github.com/Jigsaw-Code/intra","intra/Android/app/src/main/java/app/intra/net/go/GoVpnAdapter.java","connectTunnel()","LogWrapper.log(Log.INFO, LOG_TAG, ""Starting go-tun2socks"")"
631,"https://github.com/Jigsaw-Code/intra","intra/Android/app/src/main/java/app/intra/sys/AutoStarter.java","onReceive(Context,Intent)","LogWrapper.log(Log.DEBUG, LOG_TAG, ""Boot event"")"
632,"https://github.com/Jigsaw-Code/intra","intra/Android/app/src/main/java/app/intra/sys/AutoStarter.java","onReceive(Context,Intent)","LogWrapper.log(Log.DEBUG, LOG_TAG, ""Autostart enabled"")"
633,"https://github.com/Jigsaw-Code/intra","intra/Android/app/src/main/java/app/intra/sys/AutoStarter.java","onReceive(Context,Intent)","LogWrapper.log(Log.WARN, LOG_TAG, ""VPN permission not granted. Starting UI."")"
634,"https://github.com/Jigsaw-Code/intra","intra/Android/app/src/main/java/app/intra/sys/NetworkManager.java","getSystemResolvers()","LogWrapper.log(Log.ASSERT, LOG_TAG, ""This function should never be called in L+."")"
635,"https://github.com/Jigsaw-Code/intra","intra/Android/app/src/main/java/app/intra/sys/PersistentState.java","syncLegacyState(Context)","LogWrapper.log(Log.WARN, LOG_TAG, ""Legacy domain is unrecognized"")"
636,"https://github.com/Jigsaw-Code/intra","intra/Android/app/src/main/java/app/intra/sys/PersistentState.java","extractHost(String)","LogWrapper.log(Log.WARN, LOG_TAG, ""URL is corrupted"")"
637,"https://github.com/Jigsaw-Code/intra","intra/Android/app/src/main/java/app/intra/sys/IntraVpnService.java","startVpn()","LogWrapper.log(Log.WARN, LOG_TAG, ""Failed to startVpn VPN adapter"")"
638,"https://github.com/Jigsaw-Code/intra","intra/Android/app/src/main/java/app/intra/sys/IntraVpnService.java","restartVpn()","LogWrapper.log(Log.WARN, LOG_TAG, ""Restart failed"")"
639,"https://github.com/Jigsaw-Code/intra","intra/Android/app/src/main/java/app/intra/sys/IntraVpnService.java","onCreate()","LogWrapper.log(Log.INFO, LOG_TAG, ""Creating DNS VPN service"")"
640,"https://github.com/Jigsaw-Code/intra","intra/Android/app/src/main/java/app/intra/sys/IntraVpnService.java","signalStopService(boolean)","LogWrapper.log( Log.INFO, LOG_TAG, String.format(""Received stop signal. User initiated: %b"", userInitiated))"
641,"https://github.com/Jigsaw-Code/intra","intra/Android/app/src/main/java/app/intra/sys/IntraVpnService.java","startVpnAdapter()","LogWrapper.log(Log.INFO, LOG_TAG, ""Starting VPN adapter"")"
642,"https://github.com/Jigsaw-Code/intra","intra/Android/app/src/main/java/app/intra/sys/IntraVpnService.java","startVpnAdapter()","LogWrapper.log(Log.ERROR, LOG_TAG, ""Failed to start VPN adapter!"")"
643,"https://github.com/Jigsaw-Code/intra","intra/Android/app/src/main/java/app/intra/sys/IntraVpnService.java","onDestroy()","LogWrapper.log(Log.INFO, LOG_TAG, ""Destroying DNS VPN service"")"
644,"https://github.com/Jigsaw-Code/intra","intra/Android/app/src/main/java/app/intra/sys/IntraVpnService.java","onRevoke()","LogWrapper.log(Log.WARN, LOG_TAG, ""VPN service revoked."")"
645,"https://github.com/Jigsaw-Code/intra","intra/Android/app/src/main/java/app/intra/sys/IntraVpnService.java","onNetworkConnected(NetworkInfo)","LogWrapper.log(Log.INFO, LOG_TAG, ""Connected event."")"
646,"https://github.com/Jigsaw-Code/intra","intra/Android/app/src/main/java/app/intra/sys/IntraVpnService.java","onNetworkDisconnected()","LogWrapper.log(Log.INFO, LOG_TAG, ""Disconnected event."")"
647,"https://github.com/Jigsaw-Code/intra","intra/Android/app/src/main/java/app/intra/sys/firebase/LogWrapper.java","log(int,String,String)","Crashlytics.log(i, s, s1)"
648,"https://github.com/Jigsaw-Code/intra","intra/Android/app/src/main/java/app/intra/sys/firebase/AnalyticsWrapper.java","logBootstrap(String,int)","log(Events.BOOTSTRAP, new BundleBuilder() .put(Params.SERVER, server) .put(Params.LATENCY, latencyMs))"
649,"https://github.com/Jigsaw-Code/intra","intra/Android/app/src/main/java/app/intra/sys/firebase/AnalyticsWrapper.java","logBootstrapFailed(String)","log(Events.BOOTSTRAP_FAILED, new BundleBuilder().put(Params.SERVER, server))"
650,"https://github.com/Jigsaw-Code/intra","intra/Android/app/src/main/java/app/intra/sys/firebase/AnalyticsWrapper.java","logTCP(long,long,int,int,int)","log(Events.BYTES, new BundleBuilder() .put(Params.UPLOAD, upload) .put(Params.DOWNLOAD, download) .put(Params.PORT, port) .put(Params.TCP_HANDSHAKE_MS, tcpHandshakeMs) .put(Params.DURATION, duration))"
651,"https://github.com/Jigsaw-Code/intra","intra/Android/app/src/main/java/app/intra/sys/firebase/AnalyticsWrapper.java","logEarlyReset(int,int,boolean,int,boolean)","log(Events.EARLY_RESET, new BundleBuilder() .put(Params.BYTES, bytes) .put(Params.CHUNKS, chunks) .put(Params.TIMEOUT, timeout ? 1 : 0) .put(Params.SPLIT, split) .put(Params.RETRY, success ? 1 : 0))"
652,"https://github.com/Jigsaw-Code/intra","intra/Android/app/src/main/java/app/intra/sys/firebase/AnalyticsWrapper.java","logStartVPN(String)","log(Events.STARTVPN, new BundleBuilder().put(Params.MODE, mode))"
653,"https://github.com/Jigsaw-Code/intra","intra/Android/app/src/main/java/app/intra/sys/firebase/AnalyticsWrapper.java","logTryAllAccepted(String)","log(Events.TRY_ALL_ACCEPTED, new BundleBuilder().put(Params.SERVER, server))"
654,"https://github.com/Jigsaw-Code/intra","intra/Android/app/src/main/java/app/intra/sys/firebase/AnalyticsWrapper.java","logTryAllCancelled(String)","log(Events.TRY_ALL_CANCELLED, new BundleBuilder().put(Params.SERVER, server))"
655,"https://github.com/Jigsaw-Code/intra","intra/Android/app/src/main/java/app/intra/sys/firebase/AnalyticsWrapper.java","logTryAllDialog(String)","log(Events.TRY_ALL_DIALOG, new BundleBuilder().put(Params.SERVER, server))"
656,"https://github.com/Jigsaw-Code/intra","intra/Android/app/src/main/java/app/intra/sys/firebase/AnalyticsWrapper.java","logTryAllFailed()","log(Events.TRY_ALL_FAILED, new BundleBuilder())"
657,"https://github.com/Jigsaw-Code/intra","intra/Android/app/src/main/java/app/intra/sys/firebase/AnalyticsWrapper.java","logTryAllRequested()","log(Events.TRY_ALL_REQUESTED, new BundleBuilder())"
658,"https://github.com/Jigsaw-Code/intra","intra/Android/app/src/main/java/app/intra/sys/firebase/AnalyticsWrapper.java","logUDP(long,long,int)","log(Events.UDP, new BundleBuilder() .put(Params.UPLOAD, upload) .put(Params.DOWNLOAD, download) .put(Params.DURATION, duration))"
659,"https://github.com/Ashish-Bansal/OneTapVideoDownload","OneTapVideoDownload/app/src/main/java/com/phantom/onetapvideodownload/ui/MainActivity.java","onCreate(Bundle)","firebaseAnalytics.logEvent(FirebaseAnalytics.Event.APP_OPEN, bundle)"
660,"https://github.com/Ashish-Bansal/OneTapVideoDownload","OneTapVideoDownload/app/src/main/java/com/phantom/onetapvideodownload/ui/domainblacklist/BlacklistDomainActivity.java","onCreate(Bundle,String,View,String,String,View,MaterialDialog,CharSequence,String)","firebaseAnalytics.logEvent(FirebaseAnalytics.Event.APP_OPEN, bundle)"
661,"https://github.com/Ashish-Bansal/OneTapVideoDownload","OneTapVideoDownload/app/src/main/java/com/phantom/onetapvideodownload/ui/urllog/UrlLogActivity.java","onCreate(Bundle,Video,View,Video,Video,View,Video,MaterialDialog,DialogAction,MaterialDialog,DialogAction)","firebaseAnalytics.logEvent(FirebaseAnalytics.Event.APP_OPEN, bundle)"
662,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/amazon/java/org/onebusaway/android/map/googlemapsv2/BaseMapFragment.java","onActivateLayer(LayerInfo)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_layer_bikeshare), getString(R.string.analytics_label_bikeshare_activated))"
663,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/amazon/java/org/onebusaway/android/map/googlemapsv2/BaseMapFragment.java","onDeactivateLayer(LayerInfo)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_layer_bikeshare), getString(R.string.analytics_label_bikeshare_deactivated))"
664,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/amazon/java/org/onebusaway/android/map/googlemapsv2/bike/BikeStationOverlay.java","markerClicked(Marker)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, mContext.getString(bikeRentalStation.isFloatingBike ? R.string.analytics_label_bike_station_marker_clicked : R.string.analytics_label_floating_bike_marker_clicked), null)"
665,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/amazon/java/org/onebusaway/android/map/googlemapsv2/bike/BikeStationOverlay.java","onInfoWindowClick(Marker)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, mContext.getString(bikeStation.isFloatingBike ? R.string.analytics_label_bike_station_balloon_clicked : R.string.analytics_label_floating_bike_balloon_clicked), null)"
666,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/google/java/org/onebusaway/android/map/googlemapsv2/BaseMapFragment.java","onActivateLayer(LayerInfo)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_layer_bikeshare), getString(R.string.analytics_label_bikeshare_activated))"
667,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/google/java/org/onebusaway/android/map/googlemapsv2/BaseMapFragment.java","onDeactivateLayer(LayerInfo)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_layer_bikeshare), getString(R.string.analytics_label_bikeshare_deactivated))"
668,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/google/java/org/onebusaway/android/map/googlemapsv2/bike/BikeStationOverlay.java","markerClicked(Marker)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, mContext.getString(bikeRentalStation.isFloatingBike ? R.string.analytics_label_bike_station_marker_clicked : R.string.analytics_label_floating_bike_marker_clicked), null)"
669,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/google/java/org/onebusaway/android/map/googlemapsv2/bike/BikeStationOverlay.java","onInfoWindowClick(Marker)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, mContext.getString(bikeStation.isFloatingBike ? R.string.analytics_label_bike_station_balloon_clicked : R.string.analytics_label_floating_bike_balloon_clicked), null)"
670,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/ArrivalsListFragment.java","onLoadFinished(Loader,ObaArrivalInfoResponse,ObaArrivalInfoResponse)","ObaAnalytics.reportViewStopEvent(mFirebaseAnalytics, mStop.getId(), mStop.getName(), myLocation, stopLocation)"
671,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/ArrivalsListFragment.java","showListItemMenu(View,ArrivalInfo,DialogInterface,int)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getActivity().getString(R.string.analytics_label_button_press_social_route_options), null)"
672,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/ArrivalsListFragment.java","showListItemMenu(View,ArrivalInfo,DialogInterface,int)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getActivity().getString(R.string.analytics_label_button_press_about_occupancy), null)"
673,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/ArrivalsListFragment.java","setFavoriteStop(boolean)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_label_edit_field_bookmark), null)"
674,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/ArrivalsListFragment.java","showSortByDialog(DialogInterface,int)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_label_sort_by_eta_arrival), null)"
675,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/ArrivalsListFragment.java","showSortByDialog(DialogInterface,int)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_label_sort_by_route_arrival), null)"
676,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/ArrivalsListFragment.java","doShowHideHeaderArrivals()","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_label_hide_arrivals_in_header), null)"
677,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/ArrivalsListFragment.java","doShowHideHeaderArrivals()","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_label_show_arrivals_in_header), null)"
678,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/ArrivalsListFragment.java","showStopDetailsDialog()","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getActivity().getString(R.string.analytics_label_button_press_stop_details), null)"
679,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/ArrivalsListFragment.java","loadMoreArrivals()","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getActivity().getString(R.string.analytics_label_load_more_arrivals), null)"
680,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/ArrivalsListFragment.java","reportAnalytics(ObaSituation)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_service_alerts), getString(R.string.analytics_label_service_alerts) + agencyId)"
681,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/TripPlanActivity.java","onTripRequestReady()","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_label_trip_plan), null)"
682,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/TripPlanActivity.java","showFeedbackDialog(int,String,DialogInterface,int,DialogInterface,int)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_label_app_feedback_otp), null)"
683,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/RegionsFragment.java","onListItemClick(ListView,View,int,long)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.region_selected_manually), region.getName())"
684,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/ArrivalsListAdapterStyleB.java","initView(View,CombinedArrivalInfoStyleB,View,View)","ObaAnalytics.reportUiEvent(FirebaseAnalytics.getInstance(getContext()), context.getString(R.string.analytics_label_button_press_social_route_style_b), null)"
685,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/MyStarredStopsFragment.java","setSortByClause(int)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_label_sort_by_name_stops), null)"
686,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/MyStarredStopsFragment.java","setSortByClause(int)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_label_sort_by_mfu_stops), null)"
687,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/MyStarredStopsFragment.java","doClear()","ObaAnalytics.reportUiEvent(FirebaseAnalytics.getInstance(getContext()), getString(R.string.analytics_label_edit_field_bookmark_delete), null)"
688,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/PreferencesActivity.java","onCreate(Bundle)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_label_button_press_social_settings), null)"
689,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/PreferencesActivity.java","onPreferenceClick(Preference)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_label_button_press_tutorial), null)"
690,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/PreferencesActivity.java","onPreferenceClick(Preference)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_label_button_press_donate), null)"
691,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/PreferencesActivity.java","onPreferenceClick(Preference)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_label_button_press_powered_by_oba), null)"
692,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/PreferencesActivity.java","onPreferenceClick(Preference)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_label_button_press_about), null)"
693,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/PreferencesActivity.java","onPreferenceChange(Preference,Object)","ObaAnalytics.setSendAnonymousData(mFirebaseAnalytics, isAnalyticsActive)"
694,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/PreferencesActivity.java","onPreferenceChange(Preference,Object)","ObaAnalytics.setLeftHanded(mFirebaseAnalytics, isLeftHandEnabled)"
695,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/PreferencesActivity.java","onSharedPreferenceChanged(SharedPreferences,String)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_label_button_press_experimental_on), null)"
696,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/PreferencesActivity.java","onSharedPreferenceChanged(SharedPreferences,String)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_label_button_press_experimental_off), null)"
697,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/PreferencesActivity.java","onSharedPreferenceChanged(SharedPreferences,String)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_label_button_press_auto), null)"
698,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/PreferencesActivity.java","onSharedPreferenceChanged(SharedPreferences,String)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_label_button_press_manual), null)"
699,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/PreferencesActivity.java","onSharedPreferenceChanged(SharedPreferences,String)","ObaAnalytics.setSendAnonymousData(mFirebaseAnalytics, isAnalyticsActive)"
700,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/PreferencesActivity.java","onSharedPreferenceChanged(SharedPreferences,String)","ObaAnalytics.setShowDepartedVehicles(mFirebaseAnalytics, showDepartedBuses)"
701,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/MyRemindersFragment.java","setSortByClause(int)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_label_sort_by_name_reminder), null)"
702,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/MyRemindersFragment.java","setSortByClause(int)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_label_sort_by_departure_time_reminder), null)"
703,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/FeedbackActivity.java","logFeedback(String)","ObaAnalytics.reportDestinationReminderFeedback(mFirebaseAnalytics, wasGoodReminder , ((!isEmpty(feedbackText)) ? feedbackText : null), null)"
704,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/HomeActivity.java","onStart()","ObaAnalytics.setAccessibility(mFirebaseAnalytics, isTalkBackEnabled)"
705,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/HomeActivity.java","goToNavDrawerItem(int)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_label_button_press_star), null)"
706,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/HomeActivity.java","goToNavDrawerItem(int)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_label_button_press_nearby), null)"
707,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/HomeActivity.java","goToNavDrawerItem(int)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_label_button_press_reminders), null)"
708,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/HomeActivity.java","goToNavDrawerItem(int)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_label_button_press_trip_plan), null)"
709,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/HomeActivity.java","goToNavDrawerItem(int)","ObaAnalytics.reportLoginEvent(mFirebaseAnalytics, getString(R.string.analytics_login_embedded_social))"
710,"https://github.com/OneBusAway/onebusaway-android","onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/HomeActivity.java","goToNavDrawerItem(int)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_label_button_press_social_profile), null)"
